task,task_normalized,dwa_title,iwa_title,gwa_title,title,title_normalized,soc_code_2010,title_current,soc_code_2019,soc_code_2019_full,broad_occ,minor_occ_category,major_occ_category,physical,auto_aug_mean,pct_normalized,date,freq_mean,importance,relevance,task_prop,dws_star_rating,job_zone,emp_change_pct__PROJ_2025_2034__,eloundu_human,eloundu_gpt4,a_med_nat_2025,a_med_al_2025,a_med_ak_2025,a_med_az_2025,a_med_ar_2025,a_med_ca_2025,a_med_co_2025,a_med_ct_2025,a_med_de_2025,a_med_dc_2025,a_med_fl_2025,a_med_ga_2025,a_med_hi_2025,a_med_id_2025,a_med_il_2025,a_med_in_2025,a_med_ia_2025,a_med_ks_2025,a_med_ky_2025,a_med_la_2025,a_med_me_2025,a_med_md_2025,a_med_ma_2025,a_med_mi_2025,a_med_mn_2025,a_med_ms_2025,a_med_mo_2025,a_med_mt_2025,a_med_ne_2025,a_med_nv_2025,a_med_nh_2025,a_med_nj_2025,a_med_nm_2025,a_med_ny_2025,a_med_nc_2025,a_med_nd_2025,a_med_oh_2025,a_med_ok_2025,a_med_or_2025,a_med_pa_2025,a_med_ri_2025,a_med_sc_2025,a_med_sd_2025,a_med_tn_2025,a_med_tx_2025,a_med_ut_2025,a_med_vt_2025,a_med_va_2025,a_med_wa_2025,a_med_wv_2025,a_med_wi_2025,a_med_wy_2025,a_med_gu_2025,a_med_pr_2025,a_med_vi_2025,emp_tot_nat_2025,emp_tot_al_2025,emp_tot_ak_2025,emp_tot_az_2025,emp_tot_ar_2025,emp_tot_ca_2025,emp_tot_co_2025,emp_tot_ct_2025,emp_tot_de_2025,emp_tot_dc_2025,emp_tot_fl_2025,emp_tot_ga_2025,emp_tot_hi_2025,emp_tot_id_2025,emp_tot_il_2025,emp_tot_in_2025,emp_tot_ia_2025,emp_tot_ks_2025,emp_tot_ky_2025,emp_tot_la_2025,emp_tot_me_2025,emp_tot_md_2025,emp_tot_ma_2025,emp_tot_mi_2025,emp_tot_mn_2025,emp_tot_ms_2025,emp_tot_mo_2025,emp_tot_mt_2025,emp_tot_ne_2025,emp_tot_nv_2025,emp_tot_nh_2025,emp_tot_nj_2025,emp_tot_nm_2025,emp_tot_ny_2025,emp_tot_nc_2025,emp_tot_nd_2025,emp_tot_oh_2025,emp_tot_ok_2025,emp_tot_or_2025,emp_tot_pa_2025,emp_tot_ri_2025,emp_tot_sc_2025,emp_tot_sd_2025,emp_tot_tn_2025,emp_tot_tx_2025,emp_tot_ut_2025,emp_tot_vt_2025,emp_tot_va_2025,emp_tot_wa_2025,emp_tot_wv_2025,emp_tot_wi_2025,emp_tot_wy_2025,emp_tot_gu_2025,emp_tot_pr_2025,emp_tot_vi_2025
"Assess cost effectiveness of products, projects or services, tracking actual costs relative to bids as the project develops.",assess cost effectiveness of products projects or services tracking actual costs relative to bids as the project develops,"Assess the cost effectiveness of products, projects, or services.","Evaluate the characteristics, usefulness, or performance of products or technologies.","Judging the Qualities of Objects, Services, or People",Cost Estimators,cost estimators,13-1051.00,Cost Estimators,13-1051,13-1051.00,Cost Estimators,Business Operations Specialists,Business and Financial Operations Occupations,False,4.9184314096868444,0.0014789213293204,2026-02-12,0.2336584615384615,4.1,95.45,0.9285714285714286,4,4,-4.2,E2,E2,78740.0,74990.0,97020.0,77010.0,61470.0,85460.0,86940.0,81030.0,79290.0,82730.0,74990.0,76800.0,80360.0,79700.0,82750.0,73430.0,76040.0,76250.0,74880.0,77030.0,74080.0,81190.0,100840.0,77990.0,80810.0,71230.0,76020.0,77320.0,73100.0,82200.0,79560.0,80570.0,67590.0,80430.0,74730.0,73280.0,77730.0,67800.0,80460.0,78480.0,81990.0,70260.0,74950.0,75650.0,76980.0,79610.0,81390.0,80530.0,86070.0,77480.0,76270.0,90790.0,63350.0,47130.0,78740.0,224220.0,3000.0,220.0,5760.0,1400.0,26020.0,6100.0,2350.0,730.0,270.0,13720.0,6010.0,1040.0,1600.0,5990.0,4810.0,1870.0,2250.0,1960.0,2680.0,760.0,4580.0,4520.0,6960.0,4310.0,1280.0,6580.0,1230.0,1330.0,2240.0,980.0,5240.0,900.0000000000001,11980.0,8030.0,730.0,8100.0,1860.0,2940.0,9420.0,590.0,2880.0,1030.0,4340.0,20760.0,2800.0,320.0,5840.0,7470.0,830.0,5150.0,440.0,70.0,560.0,46.0
"Consult with clients, vendors, personnel in other departments, or construction foremen to discuss and formulate estimates and resolve issues.",consult with clients vendors personnel in other departments or construction foremen to discuss and formulate estimates and resolve issues,Confer with personnel to coordinate business operations.,Communicate with others about business strategies.,"Communicating with Supervisors, Peers, or Subordinates",Cost Estimators,cost estimators,13-1051.00,Cost Estimators,13-1051,13-1051.00,Cost Estimators,Business Operations Specialists,Business and Financial Operations Occupations,False,5.0,0.0078636612216044,2026-02-12,0.3622015384615384,4.0,100.0,0.9285714285714286,4,4,-4.2,E2,E2,78740.0,74990.0,97020.0,77010.0,61470.0,85460.0,86940.0,81030.0,79290.0,82730.0,74990.0,76800.0,80360.0,79700.0,82750.0,73430.0,76040.0,76250.0,74880.0,77030.0,74080.0,81190.0,100840.0,77990.0,80810.0,71230.0,76020.0,77320.0,73100.0,82200.0,79560.0,80570.0,67590.0,80430.0,74730.0,73280.0,77730.0,67800.0,80460.0,78480.0,81990.0,70260.0,74950.0,75650.0,76980.0,79610.0,81390.0,80530.0,86070.0,77480.0,76270.0,90790.0,63350.0,47130.0,78740.0,224220.0,3000.0,220.0,5760.0,1400.0,26020.0,6100.0,2350.0,730.0,270.0,13720.0,6010.0,1040.0,1600.0,5990.0,4810.0,1870.0,2250.0,1960.0,2680.0,760.0,4580.0,4520.0,6960.0,4310.0,1280.0,6580.0,1230.0,1330.0,2240.0,980.0,5240.0,900.0000000000001,11980.0,8030.0,730.0,8100.0,1860.0,2940.0,9420.0,590.0,2880.0,1030.0,4340.0,20760.0,2800.0,320.0,5840.0,7470.0,830.0,5150.0,440.0,70.0,560.0,46.0
"Prepare and maintain a directory of suppliers, contractors and subcontractors.",prepare and maintain a directory of suppliers contractors and subcontractors,Maintain data in information systems or databases.,Maintain operational records.,Documenting/Recording Information,Cost Estimators,cost estimators,13-1051.00,Cost Estimators,13-1051,13-1051.00,Cost Estimators,Business Operations Specialists,Business and Financial Operations Occupations,False,5.0,0.0053483286533303,2026-02-12,0.1226923076923077,3.16,90.91,0.9285714285714286,4,4,-4.2,E1,E2,78740.0,74990.0,97020.0,77010.0,61470.0,85460.0,86940.0,81030.0,79290.0,82730.0,74990.0,76800.0,80360.0,79700.0,82750.0,73430.0,76040.0,76250.0,74880.0,77030.0,74080.0,81190.0,100840.0,77990.0,80810.0,71230.0,76020.0,77320.0,73100.0,82200.0,79560.0,80570.0,67590.0,80430.0,74730.0,73280.0,77730.0,67800.0,80460.0,78480.0,81990.0,70260.0,74950.0,75650.0,76980.0,79610.0,81390.0,80530.0,86070.0,77480.0,76270.0,90790.0,63350.0,47130.0,78740.0,224220.0,3000.0,220.0,5760.0,1400.0,26020.0,6100.0,2350.0,730.0,270.0,13720.0,6010.0,1040.0,1600.0,5990.0,4810.0,1870.0,2250.0,1960.0,2680.0,760.0,4580.0,4520.0,6960.0,4310.0,1280.0,6580.0,1230.0,1330.0,2240.0,980.0,5240.0,900.0000000000001,11980.0,8030.0,730.0,8100.0,1860.0,2940.0,9420.0,590.0,2880.0,1030.0,4340.0,20760.0,2800.0,320.0,5840.0,7470.0,830.0,5150.0,440.0,70.0,560.0,46.0
"Interpret and explain human resources policies, procedures, laws, standards, or regulations.",interpret and explain human resources policies procedures laws standards or regulations,"Explain regulations, policies, or procedures.","Explain regulations, policies, or procedures.",Interpreting the Meaning of Information for Others,Human Resources Specialists,human resources specialists,13-1071.00,Human Resources Specialists,13-1071,13-1071.00,Human Resources Workers,Business Operations Specialists,Business and Financial Operations Occupations,False,5.0,0.007144227149959,2026-02-12,1.3748207692307692,4.66,91.11,0.9615384615384616,5,4,6.2,E1,E1,75940.0,64940.0,76990.0,71390.0,55010.0,83500.0,80840.0,82890.0,77700.0,110970.0,66410.0,70570.0,73750.0,64990.0,76820.0,65600.0,66710.0,70870.0,69010.0,61300.0,71630.0,83910.0,85630.0,69520.0,78760.0,60300.0,66990.0,63790.0,61930.0,71610.0,70840.0,80690.0,68050.0,84380.0,73070.0,75630.0,70180.0,61630.0,78060.0,70450.0,77560.0,65370.0,67590.0,67370.0,68920.0,71750.0,77800.0,82090.0,84550.0,66860.0,70540.0,66970.0,59900.0,40900.0,60210.0,912430.0,11080.0,1420.0,20230.0,6230.0,104000.0,19450.0,9010.0,2720.0,6910.0,62730.0,32110.0,2570.0,3930.0,35430.0,17110.0,7930.0,7560.0,10900.0,7240.0,3020.0,15529.999999999998,27300.0,25520.0,17240.0,4850.0,17650.0,2340.0,7220.0,6520.0,4270.0,21690.0,4090.000000000001,54610.0,31140.0,1710.0,33500.0,9370.0,10620.0,36960.0,3320.0,13720.000000000002,1340.0,21460.0,84930.0,9900.0,1270.0,28540.0,22770.0,3130.0,17360.0,1000.0,380.0,4270.0,120.0
"Prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software.",prepare or maintain employment records related to events such as hiring termination leaves transfers or promotions using human resources management system software,Maintain data in information systems or databases.,Maintain operational records.,Documenting/Recording Information,Human Resources Specialists,human resources specialists,13-1071.00,Human Resources Specialists,13-1071,13-1071.00,Human Resources Workers,Business Operations Specialists,Business and Financial Operations Occupations,False,5.0,0.0051164906652201,2026-02-12,1.0795788461538462,4.33,83.23,0.9615384615384616,5,4,6.2,E1,E1,75940.0,64940.0,76990.0,71390.0,55010.0,83500.0,80840.0,82890.0,77700.0,110970.0,66410.0,70570.0,73750.0,64990.0,76820.0,65600.0,66710.0,70870.0,69010.0,61300.0,71630.0,83910.0,85630.0,69520.0,78760.0,60300.0,66990.0,63790.0,61930.0,71610.0,70840.0,80690.0,68050.0,84380.0,73070.0,75630.0,70180.0,61630.0,78060.0,70450.0,77560.0,65370.0,67590.0,67370.0,68920.0,71750.0,77800.0,82090.0,84550.0,66860.0,70540.0,66970.0,59900.0,40900.0,60210.0,912430.0,11080.0,1420.0,20230.0,6230.0,104000.0,19450.0,9010.0,2720.0,6910.0,62730.0,32110.0,2570.0,3930.0,35430.0,17110.0,7930.0,7560.0,10900.0,7240.0,3020.0,15529.999999999998,27300.0,25520.0,17240.0,4850.0,17650.0,2340.0,7220.0,6520.0,4270.0,21690.0,4090.000000000001,54610.0,31140.0,1710.0,33500.0,9370.0,10620.0,36960.0,3320.0,13720.000000000002,1340.0,21460.0,84930.0,9900.0,1270.0,28540.0,22770.0,3130.0,17360.0,1000.0,380.0,4270.0,120.0
Review employment applications and job orders to match applicants with job requirements.,review employment applications and job orders to match applicants with job requirements,Administer personnel recruitment or hiring activities.,Perform recruiting or hiring activities.,Staffing Organizational Units,Human Resources Specialists,human resources specialists,13-1071.00,Human Resources Specialists,13-1071,13-1071.00,Human Resources Workers,Business Operations Specialists,Business and Financial Operations Occupations,False,5.0,0.0202300361709972,2026-02-12,2.0330053846153846,4.18,93.08,0.9615384615384616,5,4,6.2,E2,E2,75940.0,64940.0,76990.0,71390.0,55010.0,83500.0,80840.0,82890.0,77700.0,110970.0,66410.0,70570.0,73750.0,64990.0,76820.0,65600.0,66710.0,70870.0,69010.0,61300.0,71630.0,83910.0,85630.0,69520.0,78760.0,60300.0,66990.0,63790.0,61930.0,71610.0,70840.0,80690.0,68050.0,84380.0,73070.0,75630.0,70180.0,61630.0,78060.0,70450.0,77560.0,65370.0,67590.0,67370.0,68920.0,71750.0,77800.0,82090.0,84550.0,66860.0,70540.0,66970.0,59900.0,40900.0,60210.0,912430.0,11080.0,1420.0,20230.0,6230.0,104000.0,19450.0,9010.0,2720.0,6910.0,62730.0,32110.0,2570.0,3930.0,35430.0,17110.0,7930.0,7560.0,10900.0,7240.0,3020.0,15529.999999999998,27300.0,25520.0,17240.0,4850.0,17650.0,2340.0,7220.0,6520.0,4270.0,21690.0,4090.000000000001,54610.0,31140.0,1710.0,33500.0,9370.0,10620.0,36960.0,3320.0,13720.000000000002,1340.0,21460.0,84930.0,9900.0,1270.0,28540.0,22770.0,3130.0,17360.0,1000.0,380.0,4270.0,120.0
"Select qualified job applicants or refer them to managers, making hiring recommendations when appropriate.",select qualified job applicants or refer them to managers making hiring recommendations when appropriate,Administer personnel recruitment or hiring activities.,Perform recruiting or hiring activities.,Staffing Organizational Units,Human Resources Specialists,human resources specialists,13-1071.00,Human Resources Specialists,13-1071,13-1071.00,Human Resources Workers,Business Operations Specialists,Business and Financial Operations Occupations,False,5.0,0.0220837669721582,2026-02-12,1.2875053846153848,4.16,93.15,0.9615384615384616,5,4,6.2,E2,E2,75940.0,64940.0,76990.0,71390.0,55010.0,83500.0,80840.0,82890.0,77700.0,110970.0,66410.0,70570.0,73750.0,64990.0,76820.0,65600.0,66710.0,70870.0,69010.0,61300.0,71630.0,83910.0,85630.0,69520.0,78760.0,60300.0,66990.0,63790.0,61930.0,71610.0,70840.0,80690.0,68050.0,84380.0,73070.0,75630.0,70180.0,61630.0,78060.0,70450.0,77560.0,65370.0,67590.0,67370.0,68920.0,71750.0,77800.0,82090.0,84550.0,66860.0,70540.0,66970.0,59900.0,40900.0,60210.0,912430.0,11080.0,1420.0,20230.0,6230.0,104000.0,19450.0,9010.0,2720.0,6910.0,62730.0,32110.0,2570.0,3930.0,35430.0,17110.0,7930.0,7560.0,10900.0,7240.0,3020.0,15529.999999999998,27300.0,25520.0,17240.0,4850.0,17650.0,2340.0,7220.0,6520.0,4270.0,21690.0,4090.000000000001,54610.0,31140.0,1710.0,33500.0,9370.0,10620.0,36960.0,3320.0,13720.000000000002,1340.0,21460.0,84930.0,9900.0,1270.0,28540.0,22770.0,3130.0,17360.0,1000.0,380.0,4270.0,120.0
"Maintain and update human resources documents, such as organizational charts, employee handbooks or directories, or performance evaluation forms.",maintain and update human resources documents such as organizational charts employee handbooks or directories or performance evaluation forms,"Maintain records, documents, or other files.",Maintain operational records.,Documenting/Recording Information,Human Resources Specialists,human resources specialists,13-1071.00,Human Resources Specialists,13-1071,13-1071.00,Human Resources Workers,Business Operations Specialists,Business and Financial Operations Occupations,False,5.0,0.0024440387544525,2026-02-12,0.2361796153846154,4.0,76.34,0.9615384615384616,5,4,6.2,E1,E1,75940.0,64940.0,76990.0,71390.0,55010.0,83500.0,80840.0,82890.0,77700.0,110970.0,66410.0,70570.0,73750.0,64990.0,76820.0,65600.0,66710.0,70870.0,69010.0,61300.0,71630.0,83910.0,85630.0,69520.0,78760.0,60300.0,66990.0,63790.0,61930.0,71610.0,70840.0,80690.0,68050.0,84380.0,73070.0,75630.0,70180.0,61630.0,78060.0,70450.0,77560.0,65370.0,67590.0,67370.0,68920.0,71750.0,77800.0,82090.0,84550.0,66860.0,70540.0,66970.0,59900.0,40900.0,60210.0,912430.0,11080.0,1420.0,20230.0,6230.0,104000.0,19450.0,9010.0,2720.0,6910.0,62730.0,32110.0,2570.0,3930.0,35430.0,17110.0,7930.0,7560.0,10900.0,7240.0,3020.0,15529.999999999998,27300.0,25520.0,17240.0,4850.0,17650.0,2340.0,7220.0,6520.0,4270.0,21690.0,4090.000000000001,54610.0,31140.0,1710.0,33500.0,9370.0,10620.0,36960.0,3320.0,13720.000000000002,1340.0,21460.0,84930.0,9900.0,1270.0,28540.0,22770.0,3130.0,17360.0,1000.0,380.0,4270.0,120.0
Contact job applicants to inform them of the status of their applications.,contact job applicants to inform them of the status of their applications,Inform individuals or organizations of status or findings.,"Provide information to guests, clients, or customers.",Communicating with People Outside the Organization,Human Resources Specialists,human resources specialists,13-1071.00,Human Resources Specialists,13-1071,13-1071.00,Human Resources Workers,Business Operations Specialists,Business and Financial Operations Occupations,False,5.0,0.0229361681374261,2026-02-12,0.9311226923076924,3.91,72.05,0.9615384615384616,5,4,6.2,E1,E1,75940.0,64940.0,76990.0,71390.0,55010.0,83500.0,80840.0,82890.0,77700.0,110970.0,66410.0,70570.0,73750.0,64990.0,76820.0,65600.0,66710.0,70870.0,69010.0,61300.0,71630.0,83910.0,85630.0,69520.0,78760.0,60300.0,66990.0,63790.0,61930.0,71610.0,70840.0,80690.0,68050.0,84380.0,73070.0,75630.0,70180.0,61630.0,78060.0,70450.0,77560.0,65370.0,67590.0,67370.0,68920.0,71750.0,77800.0,82090.0,84550.0,66860.0,70540.0,66970.0,59900.0,40900.0,60210.0,912430.0,11080.0,1420.0,20230.0,6230.0,104000.0,19450.0,9010.0,2720.0,6910.0,62730.0,32110.0,2570.0,3930.0,35430.0,17110.0,7930.0,7560.0,10900.0,7240.0,3020.0,15529.999999999998,27300.0,25520.0,17240.0,4850.0,17650.0,2340.0,7220.0,6520.0,4270.0,21690.0,4090.000000000001,54610.0,31140.0,1710.0,33500.0,9370.0,10620.0,36960.0,3320.0,13720.000000000002,1340.0,21460.0,84930.0,9900.0,1270.0,28540.0,22770.0,3130.0,17360.0,1000.0,380.0,4270.0,120.0
"Interview job applicants to obtain information on work history, training, education, or job skills.",interview job applicants to obtain information on work history training education or job skills,Conduct eligibility or selection interviews.,Perform recruiting or hiring activities.,Staffing Organizational Units,Human Resources Specialists,human resources specialists,13-1071.00,Human Resources Specialists,13-1071,13-1071.00,Human Resources Workers,Business Operations Specialists,Business and Financial Operations Occupations,False,4.803312629399587,0.1140427581174573,2026-02-12,0.870085,3.89,67.94,0.9615384615384616,5,4,6.2,E0,E2,75940.0,64940.0,76990.0,71390.0,55010.0,83500.0,80840.0,82890.0,77700.0,110970.0,66410.0,70570.0,73750.0,64990.0,76820.0,65600.0,66710.0,70870.0,69010.0,61300.0,71630.0,83910.0,85630.0,69520.0,78760.0,60300.0,66990.0,63790.0,61930.0,71610.0,70840.0,80690.0,68050.0,84380.0,73070.0,75630.0,70180.0,61630.0,78060.0,70450.0,77560.0,65370.0,67590.0,67370.0,68920.0,71750.0,77800.0,82090.0,84550.0,66860.0,70540.0,66970.0,59900.0,40900.0,60210.0,912430.0,11080.0,1420.0,20230.0,6230.0,104000.0,19450.0,9010.0,2720.0,6910.0,62730.0,32110.0,2570.0,3930.0,35430.0,17110.0,7930.0,7560.0,10900.0,7240.0,3020.0,15529.999999999998,27300.0,25520.0,17240.0,4850.0,17650.0,2340.0,7220.0,6520.0,4270.0,21690.0,4090.000000000001,54610.0,31140.0,1710.0,33500.0,9370.0,10620.0,36960.0,3320.0,13720.000000000002,1340.0,21460.0,84930.0,9900.0,1270.0,28540.0,22770.0,3130.0,17360.0,1000.0,380.0,4270.0,120.0
"Perform searches for qualified job candidates, using sources such as computer databases, networking, Internet recruiting resources, media advertisements, job fairs, recruiting firms, or employee referrals.",perform searches for qualified job candidates using sources such as computer databases networking internet recruiting resources media advertisements job fairs recruiting firms or employee referrals,Coordinate personnel recruitment activities.,Manage human resources activities.,"Guiding, Directing, and Motivating Subordinates",Human Resources Specialists,human resources specialists,13-1071.00,Human Resources Specialists,13-1071,13-1071.00,Human Resources Workers,Business Operations Specialists,Business and Financial Operations Occupations,False,5.0,0.0878579980879531,2026-02-12,1.0024184615384617,3.86,83.53,0.9615384615384616,5,4,6.2,E0,E2,75940.0,64940.0,76990.0,71390.0,55010.0,83500.0,80840.0,82890.0,77700.0,110970.0,66410.0,70570.0,73750.0,64990.0,76820.0,65600.0,66710.0,70870.0,69010.0,61300.0,71630.0,83910.0,85630.0,69520.0,78760.0,60300.0,66990.0,63790.0,61930.0,71610.0,70840.0,80690.0,68050.0,84380.0,73070.0,75630.0,70180.0,61630.0,78060.0,70450.0,77560.0,65370.0,67590.0,67370.0,68920.0,71750.0,77800.0,82090.0,84550.0,66860.0,70540.0,66970.0,59900.0,40900.0,60210.0,912430.0,11080.0,1420.0,20230.0,6230.0,104000.0,19450.0,9010.0,2720.0,6910.0,62730.0,32110.0,2570.0,3930.0,35430.0,17110.0,7930.0,7560.0,10900.0,7240.0,3020.0,15529.999999999998,27300.0,25520.0,17240.0,4850.0,17650.0,2340.0,7220.0,6520.0,4270.0,21690.0,4090.000000000001,54610.0,31140.0,1710.0,33500.0,9370.0,10620.0,36960.0,3320.0,13720.000000000002,1340.0,21460.0,84930.0,9900.0,1270.0,28540.0,22770.0,3130.0,17360.0,1000.0,380.0,4270.0,120.0
Analyze employment-related data and prepare required reports.,analyze employmentrelated data and prepare required reports,Evaluate effectiveness of personnel policies or practices.,"Evaluate programs, practices, or processes.","Judging the Qualities of Objects, Services, or People",Human Resources Specialists,human resources specialists,13-1071.00,Human Resources Specialists,13-1071,13-1071.00,Human Resources Workers,Business Operations Specialists,Business and Financial Operations Occupations,False,5.0,0.0057152055386044,2026-02-12,0.58281,3.81,78.86,0.9615384615384616,5,4,6.2,E1,E2,75940.0,64940.0,76990.0,71390.0,55010.0,83500.0,80840.0,82890.0,77700.0,110970.0,66410.0,70570.0,73750.0,64990.0,76820.0,65600.0,66710.0,70870.0,69010.0,61300.0,71630.0,83910.0,85630.0,69520.0,78760.0,60300.0,66990.0,63790.0,61930.0,71610.0,70840.0,80690.0,68050.0,84380.0,73070.0,75630.0,70180.0,61630.0,78060.0,70450.0,77560.0,65370.0,67590.0,67370.0,68920.0,71750.0,77800.0,82090.0,84550.0,66860.0,70540.0,66970.0,59900.0,40900.0,60210.0,912430.0,11080.0,1420.0,20230.0,6230.0,104000.0,19450.0,9010.0,2720.0,6910.0,62730.0,32110.0,2570.0,3930.0,35430.0,17110.0,7930.0,7560.0,10900.0,7240.0,3020.0,15529.999999999998,27300.0,25520.0,17240.0,4850.0,17650.0,2340.0,7220.0,6520.0,4270.0,21690.0,4090.000000000001,54610.0,31140.0,1710.0,33500.0,9370.0,10620.0,36960.0,3320.0,13720.000000000002,1340.0,21460.0,84930.0,9900.0,1270.0,28540.0,22770.0,3130.0,17360.0,1000.0,380.0,4270.0,120.0
Analyze employment-related data and prepare required reports.,analyze employmentrelated data and prepare required reports,Prepare operational reports.,Prepare reports of operational or procedural activities.,Documenting/Recording Information,Human Resources Specialists,human resources specialists,13-1071.00,Human Resources Specialists,13-1071,13-1071.00,Human Resources Workers,Business Operations Specialists,Business and Financial Operations Occupations,False,5.0,0.0057152055386044,2026-02-12,0.58281,3.81,78.86,0.9615384615384616,5,4,6.2,E1,E2,75940.0,64940.0,76990.0,71390.0,55010.0,83500.0,80840.0,82890.0,77700.0,110970.0,66410.0,70570.0,73750.0,64990.0,76820.0,65600.0,66710.0,70870.0,69010.0,61300.0,71630.0,83910.0,85630.0,69520.0,78760.0,60300.0,66990.0,63790.0,61930.0,71610.0,70840.0,80690.0,68050.0,84380.0,73070.0,75630.0,70180.0,61630.0,78060.0,70450.0,77560.0,65370.0,67590.0,67370.0,68920.0,71750.0,77800.0,82090.0,84550.0,66860.0,70540.0,66970.0,59900.0,40900.0,60210.0,912430.0,11080.0,1420.0,20230.0,6230.0,104000.0,19450.0,9010.0,2720.0,6910.0,62730.0,32110.0,2570.0,3930.0,35430.0,17110.0,7930.0,7560.0,10900.0,7240.0,3020.0,15529.999999999998,27300.0,25520.0,17240.0,4850.0,17650.0,2340.0,7220.0,6520.0,4270.0,21690.0,4090.000000000001,54610.0,31140.0,1710.0,33500.0,9370.0,10620.0,36960.0,3320.0,13720.000000000002,1340.0,21460.0,84930.0,9900.0,1270.0,28540.0,22770.0,3130.0,17360.0,1000.0,380.0,4270.0,120.0
Conduct reference or background checks on job applicants.,conduct reference or background checks on job applicants,Verify application data to determine program eligibility.,Verify personal information.,Processing Information,Human Resources Specialists,human resources specialists,13-1071.00,Human Resources Specialists,13-1071,13-1071.00,Human Resources Workers,Business Operations Specialists,Business and Financial Operations Occupations,False,5.0,0.0050421576075488,2026-02-12,0.3328184615384615,4.28,60.14,0.9615384615384616,5,4,6.2,E2,E2,75940.0,64940.0,76990.0,71390.0,55010.0,83500.0,80840.0,82890.0,77700.0,110970.0,66410.0,70570.0,73750.0,64990.0,76820.0,65600.0,66710.0,70870.0,69010.0,61300.0,71630.0,83910.0,85630.0,69520.0,78760.0,60300.0,66990.0,63790.0,61930.0,71610.0,70840.0,80690.0,68050.0,84380.0,73070.0,75630.0,70180.0,61630.0,78060.0,70450.0,77560.0,65370.0,67590.0,67370.0,68920.0,71750.0,77800.0,82090.0,84550.0,66860.0,70540.0,66970.0,59900.0,40900.0,60210.0,912430.0,11080.0,1420.0,20230.0,6230.0,104000.0,19450.0,9010.0,2720.0,6910.0,62730.0,32110.0,2570.0,3930.0,35430.0,17110.0,7930.0,7560.0,10900.0,7240.0,3020.0,15529.999999999998,27300.0,25520.0,17240.0,4850.0,17650.0,2340.0,7220.0,6520.0,4270.0,21690.0,4090.000000000001,54610.0,31140.0,1710.0,33500.0,9370.0,10620.0,36960.0,3320.0,13720.000000000002,1340.0,21460.0,84930.0,9900.0,1270.0,28540.0,22770.0,3130.0,17360.0,1000.0,380.0,4270.0,120.0
"Review and evaluate applicant qualifications or eligibility for specified licensing, according to established guidelines and designated licensing codes.",review and evaluate applicant qualifications or eligibility for specified licensing according to established guidelines and designated licensing codes,Review license or permit applications.,Examine materials or documentation for accuracy or compliance.,Evaluating Information to Determine Compliance with Standards,Human Resources Specialists,human resources specialists,13-1071.00,Human Resources Specialists,13-1071,13-1071.00,Human Resources Workers,Business Operations Specialists,Business and Financial Operations Occupations,False,5.0,0.001211597756454,2026-02-12,2.0728726923076923,4.11,63.59,0.9615384615384616,5,4,6.2,E2,E1,75940.0,64940.0,76990.0,71390.0,55010.0,83500.0,80840.0,82890.0,77700.0,110970.0,66410.0,70570.0,73750.0,64990.0,76820.0,65600.0,66710.0,70870.0,69010.0,61300.0,71630.0,83910.0,85630.0,69520.0,78760.0,60300.0,66990.0,63790.0,61930.0,71610.0,70840.0,80690.0,68050.0,84380.0,73070.0,75630.0,70180.0,61630.0,78060.0,70450.0,77560.0,65370.0,67590.0,67370.0,68920.0,71750.0,77800.0,82090.0,84550.0,66860.0,70540.0,66970.0,59900.0,40900.0,60210.0,912430.0,11080.0,1420.0,20230.0,6230.0,104000.0,19450.0,9010.0,2720.0,6910.0,62730.0,32110.0,2570.0,3930.0,35430.0,17110.0,7930.0,7560.0,10900.0,7240.0,3020.0,15529.999999999998,27300.0,25520.0,17240.0,4850.0,17650.0,2340.0,7220.0,6520.0,4270.0,21690.0,4090.000000000001,54610.0,31140.0,1710.0,33500.0,9370.0,10620.0,36960.0,3320.0,13720.000000000002,1340.0,21460.0,84930.0,9900.0,1270.0,28540.0,22770.0,3130.0,17360.0,1000.0,380.0,4270.0,120.0
