title_current,pct_tasks_affected_confirmed,workers_affected_confirmed,wages_affected_confirmed,pct_tasks_affected_ceiling,workers_affected_ceiling,wages_affected_ceiling,adoption_gap,ska_overall_gap,emp_nat,median_wage,major,job_zone,risk_score,risk_tier,quadrant,opportunity_score
Occupational Health and Safety Specialists,29.38,37737.19,3166527344.13,51.29,65871.03,5527238438.38,21.91,-1.66,128430.00,83910.00,"Life, Physical, and Social Science Occupations",4.00,1,low,Q3: Tool gap,826669.97
Telemarketers,83.26,55310.12,1903221198.93,98.17,65211.45,2243926053.79,14.90,0.88,66430.00,34410.00,Sales and Related Occupations,2.00,9,high,Q1: Automation opportunity,824392.42
Biological Technicians,50.27,38302.56,1991733301.75,71.71,54636.49,2841097223.84,21.44,-0.85,76190.00,52000.00,"Life, Physical, and Social Science Occupations",4.00,10,high,Q1: Automation opportunity,821145.91
Nursing Assistants,14.84,205985.81,8142619172.42,18.82,261328.01,10330296294.31,3.99,1.60,1388430.00,39530.00,Healthcare Support Occupations,3.00,6,moderate,Q2: Already adopted,821050.24
Merchandise Displayers and Window Trimmers,38.94,74958.26,2799691130.07,49.75,95767.40,3576912210.15,10.81,1.13,192480.00,37350.00,"Arts, Design, Entertainment, Sports, and Media Occupations",3.00,9,high,Q1: Automation opportunity,810378.43
"Interviewers, Except Eligibility and Loan",68.81,108241.73,4744235010.96,76.14,119769.99,5249518588.53,7.33,-0.47,157310.00,43830.00,Office and Administrative Support Occupations,3.00,11,high,Q1: Automation opportunity,793235.43
Librarians and Media Collections Specialists,40.40,53255.85,3425416464.81,55.13,72679.71,4674758880.95,14.73,-0.89,131830.00,64320.00,Educational Instruction and Library Occupations,5.00,8,high,Q1: Automation opportunity,784672.70
Computer Numerically Controlled Tool Operators,33.16,58674.70,2931974862.75,46.45,82196.88,4107377899.70,13.29,-1.40,176950.00,49970.00,Production Occupations,2.00,5,moderate,Q3: Tool gap,779969.80
"Meeting, Convention, and Event Planners",60.62,81642.44,4852826612.50,70.12,94424.74,5612606471.33,9.49,-1.56,134670.00,59440.00,Business and Financial Operations Occupations,4.00,6,moderate,Q3: Tool gap,774915.04
Food Preparation Workers,35.77,317926.91,10879458743.85,38.18,339344.42,11612365948.67,2.41,3.65,888770.00,34220.00,Food Preparation and Serving Related Occupations,2.00,8,high,Q2: Already adopted,766137.79
"Buyers and Purchasing Agents, Farm Products",42.88,69597.62,5265059844.60,53.87,87427.26,6613872096.50,10.99,-0.37,162300.00,75650.00,Business and Financial Operations Occupations,4.00,7,moderate,Q1: Automation opportunity,764572.07
Rehabilitation Counselors,38.06,33848.29,1560744827.86,59.95,53314.63,2458337399.32,21.89,-1.33,88930.00,46110.00,Community and Social Service Occupations,4.00,8,high,Q3: Tool gap,740922.22
Regulatory Affairs Specialists,40.69,41116.74,3224374498.05,58.47,59084.92,4633439499.90,17.78,-1.72,101060.00,78420.00,Business and Financial Operations Occupations,4.00,7,moderate,Q3: Tool gap,731044.03
Fundraisers,56.91,60288.98,4008614264.65,69.00,73087.38,4859580133.47,12.08,-1.46,105930.00,66490.00,Business and Financial Operations Occupations,4.00,8,high,Q3: Tool gap,728408.11
Tutors,71.38,124666.70,4997887895.20,77.21,134861.40,5406593351.54,5.84,-0.97,174660.00,40090.00,Educational Instruction and Library Occupations,3.00,11,high,Q2: Already adopted,727664.82
"Wholesale and Retail Buyers, Except Farm Products",66.18,107409.16,8125503221.36,72.85,118231.10,8944182574.65,6.67,0.15,162300.00,75650.00,Business and Financial Operations Occupations,3.00,10,high,Q2: Already adopted,716189.12
Electrical Engineers,46.76,88280.49,9879470103.30,54.63,103141.01,11542510430.89,7.87,-2.77,188790.00,111910.00,Architecture and Engineering Occupations,4.00,5,moderate,Q3: Tool gap,694895.75
Registered Nurses,33.36,101596.50,9509432618.00,40.16,122300.04,11447283530.84,6.80,-1.98,304558.00,93600.00,Healthcare Practitioners and Technical Occupations,4.00,5,moderate,Q4: Low priority,690642.43
Real Estate Sales Agents,78.11,148886.99,8385315492.21,82.72,157668.65,8879898132.93,4.61,-1.00,190600.00,56320.00,Sales and Related Occupations,3.00,10,high,Q2: Already adopted,685977.84
First-Line Supervisors of Police and Detectives,18.41,28194.40,2988042585.05,42.62,65260.32,6916288708.25,24.21,-2.93,153130.00,105980.00,Protective Service Occupations,2.00,6,moderate,Q3: Tool gap,682460.25
Logistics Engineers,50.68,45037.80,3642657073.97,65.76,58442.55,4726833412.64,15.08,-3.10,88870.00,80880.00,Business and Financial Operations Occupations,4.00,7,moderate,Q3: Tool gap,679329.93
"Compensation, Benefits, and Job Analysis Specialists",33.65,34446.36,2653058401.21,53.21,54471.95,4195429413.87,19.56,-0.77,102370.00,77020.00,Business and Financial Operations Occupations,4.00,10,high,Q1: Automation opportunity,673838.67
Order Clerks,62.94,52502.09,2344743386.87,75.59,63056.64,2816109387.07,12.65,-0.15,83420.00,44660.00,Office and Administrative Support Occupations,2.00,11,high,Q1: Automation opportunity,664272.01
"Ushers, Lobby Attendants, and Ticket Takers",37.60,44821.73,1396197036.92,52.29,62332.75,1941665100.76,14.69,2.62,119210.00,31150.00,Personal Care and Service Occupations,2.00,10,high,Q1: Automation opportunity,658396.10
Social and Human Service Assistants,38.53,163469.36,7375737398.67,42.55,180509.04,8144567910.48,4.02,-1.01,424220.00,45120.00,Community and Social Service Occupations,4.00,7,moderate,Q2: Already adopted,656608.85
Correctional Officers and Jailers,18.03,65885.29,3819370526.30,27.69,101177.96,5865286533.42,9.66,-0.69,365380.00,57970.00,Protective Service Occupations,2.00,3,low,Q1: Automation opportunity,636397.14
"Teaching Assistants, Postsecondary",43.01,66669.96,2995481342.26,52.52,81406.00,3657571500.28,9.51,-0.46,155010.00,44930.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q1: Automation opportunity,633798.49
First-Line Supervisors of Personal Service Workers,27.95,30100.48,1569362658.12,48.69,52437.14,2733939214.66,20.74,-1.23,107697.71,52137.45,Personal Care and Service Occupations,3.00,4,moderate,Q3: Tool gap,624288.37
Nannies,37.78,62756.78,2011354906.96,47.53,78958.97,2530635128.47,9.75,1.40,166129.00,32050.00,Personal Care and Service Occupations,2.00,10,high,Q1: Automation opportunity,612052.92
Travel Agents,71.20,42117.17,2040577111.31,85.62,50646.14,2453805380.82,14.42,0.35,59150.00,48450.00,Sales and Related Occupations,3.00,11,high,Q1: Automation opportunity,607296.42
"Food Servers, Nonrestaurant",22.31,60632.72,2089403413.16,32.27,87692.93,3021898421.01,9.96,3.29,271780.00,34460.00,Food Preparation and Serving Related Occupations,2.00,6,moderate,Q1: Automation opportunity,603699.44
Social and Community Service Managers,37.07,72461.71,5669404303.66,45.39,88736.05,6942708600.60,8.32,-3.00,195490.00,78240.00,Management Occupations,4.00,6,moderate,Q3: Tool gap,603236.21
"Medical Scientists, Except Epidemiologists",43.05,67294.08,6769111396.98,51.99,81257.06,8173647199.14,8.93,-4.30,156300.00,100590.00,"Life, Physical, and Social Science Occupations",5.00,7,moderate,Q3: Tool gap,601168.04
Customs Brokers,43.21,37055.08,2905859468.42,59.30,50849.44,3987612863.63,16.09,-0.58,85752.00,78420.00,Business and Financial Operations Occupations,3.00,9,high,Q1: Automation opportunity,596080.54
Radiologic Technologists and Technicians,20.21,45170.33,3507927727.35,33.30,74404.10,5778222770.00,13.08,-0.19,223460.00,77660.00,Healthcare Practitioners and Technical Occupations,3.00,4,moderate,Q1: Automation opportunity,590933.17
"Human Resources Assistants, Except Payroll and Timekeeping",82.15,76056.39,3760227791.07,89.79,83132.02,4110047310.58,7.64,-0.95,92580.00,49440.00,Office and Administrative Support Occupations,3.00,11,high,Q1: Automation opportunity,581278.28
Freight Forwarders,51.92,35035.73,1748282901.84,68.18,46003.60,2295579516.51,16.25,-0.34,67478.00,49900.00,Office and Administrative Support Occupations,2.00,9,high,Q1: Automation opportunity,569470.43
"Education Administrators, Postsecondary",42.28,74593.88,7754779562.94,49.91,88057.10,9154416510.90,7.63,-3.03,176420.00,103960.00,Management Occupations,5.00,7,moderate,Q3: Tool gap,569251.91
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",22.93,28468.86,1599095692.86,42.80,53124.90,2984025805.25,19.86,-0.60,124130.00,56170.00,Building and Grounds Cleaning and Maintenance Occupations,3.00,5,moderate,Q1: Automation opportunity,565479.30
"Library Assistants, Clerical",41.44,33179.85,1194806312.83,58.46,46805.55,1685467805.12,17.02,2.75,80070.00,36010.00,Office and Administrative Support Occupations,2.00,9,high,Q1: Automation opportunity,564629.30
Personal Financial Advisors,79.29,214469.88,21905953186.78,81.92,221585.14,22632705864.54,2.63,-1.91,270480.00,102140.00,Business and Financial Operations Occupations,4.00,7,moderate,Q4: Low priority,564185.51
Landscaping and Groundskeeping Workers,5.83,54974.68,2093985583.38,16.08,151671.24,5777157648.34,10.25,-0.28,943430.00,38090.00,Building and Grounds Cleaning and Maintenance Occupations,1.00,4,moderate,Q1: Automation opportunity,563461.27
"Architects, Except Landscape and Naval",63.87,70985.45,6863582815.84,71.71,79693.34,7705548927.77,7.84,-3.24,111140.00,96690.00,Architecture and Engineering Occupations,5.00,5,moderate,Q3: Tool gap,556175.66
Shuttle Drivers and Chauffeurs,16.14,47174.15,1923279294.91,27.69,80916.97,3298966043.26,11.55,-0.86,292209.77,40769.77,Transportation and Material Moving Occupations,2.00,4,moderate,Q1: Automation opportunity,544741.81
"Packers and Packagers, Hand",25.47,153170.42,5449803570.22,29.00,174431.68,6206279264.86,3.54,1.03,601440.00,35580.00,Transportation and Material Moving Occupations,2.00,6,moderate,Q2: Already adopted,541466.55
Logistics Analysts,70.71,54670.55,4421754478.75,80.47,62214.26,5031889014.83,9.76,-1.23,77318.00,80880.00,Business and Financial Operations Occupations,4.00,7,moderate,Q3: Tool gap,533405.31
"Art, Drama, and Music Teachers, Postsecondary",72.25,70720.81,5671101641.24,79.59,77906.63,6247333009.61,7.34,-2.33,97890.00,80190.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q3: Tool gap,519141.29
Mental Health Counselors,57.59,93181.03,5609498187.58,63.13,102144.16,6149078673.53,5.54,-5.32,161811.67,60200.00,Community and Social Service Occupations,5.00,7,moderate,Q4: Low priority,516151.78
Telecommunications Engineering Specialists,67.97,54704.95,7132979043.78,77.37,62276.39,8120218607.13,9.41,-0.70,80488.00,130390.00,Computer and Mathematical Occupations,3.00,8,high,Q1: Automation opportunity,514604.75
Computer Network Architects,71.56,69067.63,9005728536.42,79.00,76249.10,9942120535.12,7.44,-1.69,96522.00,130390.00,Computer and Mathematical Occupations,4.00,7,moderate,Q3: Tool gap,513879.94
New Accounts Clerks,46.31,17611.72,820882199.36,75.46,28698.71,1337646758.08,29.15,0.63,38030.00,46610.00,Office and Administrative Support Occupations,3.00,8,high,Q1: Automation opportunity,513439.21
Remote Sensing Technicians,29.17,14742.28,886453306.46,63.81,32249.74,1939176961.60,34.64,-1.30,50542.00,60130.00,"Life, Physical, and Social Science Occupations",4.00,4,moderate,Q3: Tool gap,510664.20
"Educational, Guidance, and Career Counselors and Advisors",40.04,137063.60,8928323105.72,43.76,149813.20,9758831795.47,3.72,-1.79,342350.00,65140.00,Community and Social Service Occupations,5.00,5,moderate,Q4: Low priority,510444.16
Bus and Truck Mechanics and Diesel Engine Specialists,28.48,81808.44,4960863952.04,34.68,99613.33,6040552094.08,6.20,-2.17,287230.00,60640.00,"Installation, Maintenance, and Repair Occupations",3.00,1,low,Q4: Low priority,507116.18
Compliance Managers,55.62,64955.44,8869665486.64,63.43,74067.82,10113960304.99,7.80,-2.77,116780.00,136550.00,Management Occupations,4.00,7,moderate,Q3: Tool gap,506849.07
Postal Service Clerks,28.78,22467.02,1384642691.32,51.31,40050.22,2468295202.03,22.53,2.27,78060.00,61630.00,Office and Administrative Support Occupations,2.00,6,moderate,Q1: Automation opportunity,506074.99
Loss Prevention Managers,16.16,26530.43,3622729781.92,35.18,57758.35,7886902197.19,19.02,-2.39,164169.00,136550.00,Management Occupations,4.00,3,low,Q3: Tool gap,504656.81
Security Managers,38.31,27029.25,2829692118.49,56.74,40029.81,4190720514.10,18.43,-3.64,70545.00,104690.00,Management Occupations,4.00,7,moderate,Q3: Tool gap,498115.13
Insurance Underwriters,52.72,56844.85,4540766762.78,61.44,66248.95,5291966135.43,8.72,0.47,107820.00,79880.00,Business and Financial Operations Occupations,4.00,9,high,Q1: Automation opportunity,495802.80
Tax Preparers,62.90,46274.71,2339649522.75,73.45,54035.69,2732044694.24,10.55,0.06,73570.00,50560.00,Business and Financial Operations Occupations,3.00,10,high,Q1: Automation opportunity,488157.06
Purchasing Managers,46.97,38158.94,5323553871.12,59.66,48467.08,6761642960.81,12.69,-1.99,81240.00,139510.00,Management Occupations,4.00,7,moderate,Q3: Tool gap,484180.01
Facilities Managers,7.55,13922.37,1489506500.07,41.14,75909.48,8121293265.45,33.60,-0.74,184500.52,106986.55,Management Occupations,3.00,6,moderate,Q1: Automation opportunity,467753.44
"Postal Service Mail Sorters, Processors, and Processing Machine Operators",18.89,21138.83,1194978139.60,40.89,45768.31,2587282624.62,22.00,4.65,111930.00,56530.00,Office and Administrative Support Occupations,2.00,8,moderate,Q1: Automation opportunity,465146.45
Business Continuity Planners,56.03,121741.31,9893916428.18,59.83,129998.50,10564977842.67,3.80,-2.56,217277.00,81270.00,Business and Financial Operations Occupations,4.00,7,moderate,Q4: Low priority,462653.90
Health Informatics Specialists,52.85,49885.53,5177619078.17,62.10,58616.18,6083773831.45,9.25,-1.98,94384.00,103790.00,Computer and Mathematical Occupations,5.00,5,moderate,Q3: Tool gap,461448.32
Speech-Language Pathologists,40.44,72309.73,6899071633.72,46.68,83461.33,7963045666.25,6.24,-3.94,178790.00,95410.00,Healthcare Practitioners and Technical Occupations,5.00,7,moderate,Q4: Low priority,451014.67
Manufacturing Engineers,53.38,46741.14,4727398816.05,63.02,55180.31,5580936966.72,9.64,-4.17,87557.50,101140.00,Architecture and Engineering Occupations,4.00,5,moderate,Q3: Tool gap,450511.55
Mechanical Engineers,45.83,45563.69,4662076388.41,55.70,55375.76,5666047576.14,9.87,-3.40,99415.00,102320.00,Architecture and Engineering Occupations,4.00,5,moderate,Q3: Tool gap,449704.94
School Psychologists,34.71,22153.91,1925839200.68,54.91,35048.83,3046795203.87,20.20,-3.75,63830.00,86930.00,"Life, Physical, and Social Science Occupations",5.00,7,moderate,Q3: Tool gap,447552.91
Dental Assistants,38.05,142834.78,6756085166.14,41.18,154594.00,7312296344.68,3.13,0.73,375430.00,47300.00,Healthcare Support Occupations,3.00,10,high,Q2: Already adopted,447387.22
"Bus Drivers, School",14.64,42782.28,1744223758.19,25.01,73074.04,2979211580.10,10.37,-0.41,292209.77,40769.77,Transportation and Material Moving Occupations,2.00,4,moderate,Q1: Automation opportunity,443500.05
Exercise Trainers and Group Fitness Instructors,34.33,104230.23,4813352092.51,38.55,117058.75,5405773046.73,4.23,-0.30,303620.00,46180.00,Personal Care and Service Occupations,3.00,8,high,Q2: Already adopted,440392.39
Printing Press Operators,22.24,32275.99,1457583716.07,35.78,51922.59,2344823950.24,13.54,-2.40,145110.00,45160.00,Production Occupations,2.00,3,low,Q3: Tool gap,436988.02
Computer Programmers,78.84,86622.88,8547079912.00,83.88,92156.88,9093119495.82,5.04,-0.49,109870.00,98670.00,Computer and Mathematical Occupations,4.00,9,high,Q2: Already adopted,436307.33
Demonstrators and Product Promoters,57.43,37194.57,1411905774.00,69.12,44769.11,1699435430.43,11.69,1.08,64770.00,37960.00,Sales and Related Occupations,2.00,9,high,Q1: Automation opportunity,434972.75
Audio and Video Technicians,24.21,16963.69,930119276.08,49.73,34853.75,1911031175.78,25.53,-0.21,70080.00,54830.00,"Arts, Design, Entertainment, Sports, and Media Occupations",3.00,5,moderate,Q1: Automation opportunity,433050.02
Solar Energy Installation Managers,37.36,120612.90,9491029286.81,40.93,132142.79,10398315984.64,3.57,-1.12,322868.00,78690.00,Construction and Extraction Occupations,3.00,6,moderate,Q4: Low priority,430718.74
First-Line Supervisors of Housekeeping and Janitorial Workers,45.60,79651.56,3785042101.49,50.96,89015.13,4229998832.12,5.36,0.92,174660.00,47520.00,Building and Grounds Cleaning and Maintenance Occupations,2.00,10,high,Q2: Already adopted,427014.06
"English Language and Literature Teachers, Postsecondary",71.86,42819.71,3351499059.50,81.79,48740.31,3814904232.02,9.94,-2.55,59590.00,78270.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q3: Tool gap,425437.65
Carpenters,10.71,74719.03,4431585538.72,16.40,114433.36,6787042855.46,5.69,-1.02,697740.00,59310.00,Construction and Extraction Occupations,2.00,3,low,Q2: Already adopted,425289.74
Industrial Engineers,49.94,43727.46,4422594984.88,59.59,52176.10,5277090518.79,9.65,-2.11,87557.50,101140.00,Architecture and Engineering Occupations,4.00,5,moderate,Q3: Tool gap,421937.10
