category,config_key,config_label,pct_tasks_affected,workers_affected,wages_affected
Health Education Specialists,agentic_ceiling,Agentic Ceiling,24.84,16185.70,1019699251.76
Natural Sciences Managers,agentic_ceiling,Agentic Ceiling,47.89,15823.91,2550498309.10
Cytotechnologists,agentic_ceiling,Agentic Ceiling,36.71,15739.43,974113434.17
"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",agentic_ceiling,Agentic Ceiling,16.32,15731.82,1547067435.41
"Philosophy and Religion Teachers, Postsecondary",agentic_ceiling,Agentic Ceiling,74.08,15437.44,1204892430.74
Statisticians,agentic_ceiling,Agentic Ceiling,81.90,15289.67,1579422594.06
First-Line Supervisors of Firefighting and Prevention Workers,agentic_ceiling,Agentic Ceiling,16.15,15128.93,1398366993.15
Private Detectives and Investigators,agentic_ceiling,Agentic Ceiling,38.98,15085.93,790050041.65
Parking Attendants,agentic_ceiling,Agentic Ceiling,11.13,14985.04,518482307.44
Dietetic Technicians,agentic_ceiling,Agentic Ceiling,49.36,14784.67,547624150.91
Wind Energy Development Managers,agentic_ceiling,Agentic Ceiling,19.43,14775.87,2017644679.42
Financial Examiners,agentic_ceiling,Agentic Ceiling,23.46,14741.97,1332673729.92
"Foreign Language and Literature Teachers, Postsecondary",agentic_ceiling,Agentic Ceiling,69.54,14720.67,1133638632.51
Non-Destructive Testing Specialists,agentic_ceiling,Agentic Ceiling,30.59,14592.42,1129307625.77
Talent Directors,agentic_ceiling,Agentic Ceiling,25.45,14590.86,1218045310.69
First-Line Supervisors of Passenger Attendants,agentic_ceiling,Agentic Ceiling,13.51,14551.67,758686792.98
Commercial Pilots,agentic_ceiling,Agentic Ceiling,27.93,14475.72,1775736200.88
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",agentic_ceiling,Agentic Ceiling,11.12,14439.32,665075120.33
Remote Sensing Scientists and Technologists,agentic_ceiling,Agentic Ceiling,62.90,14201.78,1675241413.00
Probation Officers and Correctional Treatment Specialists,agentic_ceiling,Agentic Ceiling,16.28,14135.86,912045939.38
"History Teachers, Postsecondary",agentic_ceiling,Agentic Ceiling,69.29,13760.40,1121472408.17
Robotics Engineers,agentic_ceiling,Agentic Ceiling,56.19,13694.06,1612475461.50
Cleaners of Vehicles and Equipment,agentic_ceiling,Agentic Ceiling,3.65,13643.11,481192328.44
Radio Frequency Identification Device Specialists,agentic_ceiling,Agentic Ceiling,47.95,13390.32,1708470316.59
"Welders, Cutters, Solderers, and Brazers",agentic_ceiling,Agentic Ceiling,3.16,13388.85,682831432.44
Police and Sheriff's Patrol Officers,agentic_ceiling,Agentic Ceiling,9.60,13262.45,1011792353.78
Biochemists and Biophysicists,agentic_ceiling,Agentic Ceiling,38.29,13218.78,1370126423.04
Computer Numerically Controlled Tool Programmers,agentic_ceiling,Agentic Ceiling,46.43,13107.65,860779344.23
Quality Control Systems Managers,agentic_ceiling,Agentic Ceiling,29.02,13058.71,1585849576.45
Occupational Therapists,agentic_ceiling,Agentic Ceiling,23.17,12952.63,1273761682.88
Electromechanical Equipment Assemblers,agentic_ceiling,Agentic Ceiling,14.07,12817.86,566677400.95
Commercial and Industrial Designers,agentic_ceiling,Agentic Ceiling,41.64,12597.28,1000853692.19
Advertising and Promotions Managers,agentic_ceiling,Agentic Ceiling,59.64,12584.28,1597700752.70
Fuel Cell Engineers,agentic_ceiling,Agentic Ceiling,27.22,12583.09,1287502276.74
Butchers and Meat Cutters,agentic_ceiling,Agentic Ceiling,8.91,12477.87,486137696.04
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",agentic_ceiling,Agentic Ceiling,7.82,12470.01,593447604.75
Cardiovascular Technologists and Technicians,agentic_ceiling,Agentic Ceiling,20.36,12457.49,837891003.55
"Cutting and Slicing Machine Setters, Operators, and Tenders",agentic_ceiling,Agentic Ceiling,26.09,12403.55,566842422.04
Aircraft Mechanics and Service Technicians,agentic_ceiling,Agentic Ceiling,9.01,12295.14,967381415.53
First-Line Supervisors of Correctional Officers,agentic_ceiling,Agentic Ceiling,23.01,12287.07,937626263.67
Travel Guides,agentic_ceiling,Agentic Ceiling,49.97,12244.20,448872399.06
Broadcast Announcers and Radio Disc Jockeys,agentic_ceiling,Agentic Ceiling,51.23,12233.51,558826875.18
Special Effects Artists and Animators,agentic_ceiling,Agentic Ceiling,57.25,12183.63,1215926514.49
"Environmental Scientists and Specialists, Including Health",agentic_ceiling,Agentic Ceiling,40.09,12109.76,969507732.97
Transportation Security Screeners,agentic_ceiling,Agentic Ceiling,25.89,11996.96,760127493.86
Family Medicine Physicians,agentic_ceiling,Agentic Ceiling,11.05,11923.33,2842284412.22
Drywall and Ceiling Tile Installers,agentic_ceiling,Agentic Ceiling,14.34,11884.16,690945295.50
"Political Science Teachers, Postsecondary",agentic_ceiling,Agentic Ceiling,68.63,11784.32,1115739258.31
Physicists,agentic_ceiling,Agentic Ceiling,55.04,11746.18,1953272673.75
Sewing Machine Operators,agentic_ceiling,Agentic Ceiling,10.69,11715.41,421754795.51
Electrical Power-Line Installers and Repairers,agentic_ceiling,Agentic Ceiling,9.42,11652.92,1078594544.46
Veterinarians,agentic_ceiling,Agentic Ceiling,14.39,11602.19,1456190691.40
"Pediatricians, General",agentic_ceiling,Agentic Ceiling,26.81,11517.36,2420141983.05
"Geoscientists, Except Hydrologists and Geographers",agentic_ceiling,Agentic Ceiling,50.36,11335.24,1124909562.19
Speech-Language Pathology Assistants,agentic_ceiling,Agentic Ceiling,14.82,11251.20,518117902.92
Broadcast Technicians,agentic_ceiling,Agentic Ceiling,53.20,11214.55,604688609.29
Automotive Engineering Technicians,agentic_ceiling,Agentic Ceiling,49.34,11205.71,770168560.74
"Special Education Teachers, Elementary School",agentic_ceiling,Agentic Ceiling,12.05,11195.58,719540136.45
Prepress Technicians and Workers,agentic_ceiling,Agentic Ceiling,48.21,11122.63,526100301.27
Environmental Compliance Inspectors,agentic_ceiling,Agentic Ceiling,33.25,11044.28,866092713.24
"Chemistry Teachers, Postsecondary",agentic_ceiling,Agentic Ceiling,53.84,10978.07,946529315.11
Chiropractors,agentic_ceiling,Agentic Ceiling,28.75,10817.70,854597962.02
Penetration Testers,agentic_ceiling,Agentic Ceiling,61.45,10772.20,1173846285.80
Media Programming Directors,agentic_ceiling,Agentic Ceiling,27.76,10764.35,898607574.25
Urban and Regional Planners,agentic_ceiling,Agentic Ceiling,24.63,10602.23,887618456.98
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",agentic_ceiling,Agentic Ceiling,19.35,10488.37,519174262.21
Cytogenetic Technologists,agentic_ceiling,Agentic Ceiling,24.38,10454.70,647041383.01
Blockchain Engineers,agentic_ceiling,Agentic Ceiling,58.66,10284.06,1120653546.61
Compensation and Benefits Managers,agentic_ceiling,Agentic Ceiling,49.45,9925.26,1393109266.51
Appraisers of Personal and Business Property,agentic_ceiling,Agentic Ceiling,33.56,9911.71,648423960.33
Magnetic Resonance Imaging Technologists,agentic_ceiling,Agentic Ceiling,23.82,9893.80,872435413.76
Massage Therapists,agentic_ceiling,Agentic Ceiling,10.20,9796.13,567685592.69
Geothermal Production Managers,agentic_ceiling,Agentic Ceiling,23.07,9795.07,1189513642.04
Information Security Engineers,agentic_ceiling,Agentic Ceiling,55.63,9751.75,1062648164.07
Gambling Change Persons and Booth Cashiers,agentic_ceiling,Agentic Ceiling,44.06,9663.16,336374643.55
Microsystems Engineers,agentic_ceiling,Agentic Ceiling,41.42,9559.80,1125666646.65
Nanotechnology Engineering Technologists and Technicians,agentic_ceiling,Agentic Ceiling,23.26,9501.20,615582990.77
Psychiatric Technicians,agentic_ceiling,Agentic Ceiling,6.97,9496.63,404461347.87
Financial Managers,agentic_ceiling,Agentic Ceiling,49.83,9401.10,1520158014.65
Naturopathic Physicians,agentic_ceiling,Agentic Ceiling,44.19,9272.29,1054537269.52
Fashion Designers,agentic_ceiling,Agentic Ceiling,44.08,9218.16,743813472.54
Digital Forensics Analysts,agentic_ceiling,Agentic Ceiling,52.49,9201.97,1002739084.66
Physical Therapist Assistants,agentic_ceiling,Agentic Ceiling,8.41,9078.76,594749349.00
"Criminal Justice and Law Enforcement Teachers, Postsecondary",agentic_ceiling,Agentic Ceiling,66.91,9072.84,648435617.07
School Bus Monitors,agentic_ceiling,Agentic Ceiling,12.56,9062.08,316991659.91
"Physics Teachers, Postsecondary",agentic_ceiling,Agentic Ceiling,66.63,9054.67,881562780.56
Radiologists,agentic_ceiling,Agentic Ceiling,34.36,9033.42,2250257739.84
Obstetricians and Gynecologists,agentic_ceiling,Agentic Ceiling,45.34,9022.64,2327120081.51
"Office Machine Operators, Except Computer",agentic_ceiling,Agentic Ceiling,36.35,8992.44,350885083.86
Nanosystems Engineers,agentic_ceiling,Agentic Ceiling,41.38,8967.97,1055978424.02
Curators,agentic_ceiling,Agentic Ceiling,72.95,8958.50,553366486.58
"Petroleum Pump System Operators, Refinery Operators, and Gaugers",agentic_ceiling,Agentic Ceiling,25.67,8949.09,872893983.91
Actuaries,agentic_ceiling,Agentic Ceiling,31.34,8881.95,1117082498.03
"Environmental Science and Protection Technicians, Including Health",agentic_ceiling,Agentic Ceiling,22.48,8855.41,438254203.50
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",agentic_ceiling,Agentic Ceiling,15.39,8822.03,398138359.30
Appraisers and Assessors of Real Estate,agentic_ceiling,Agentic Ceiling,29.84,8814.49,576644056.23
Emergency Medical Technicians,agentic_ceiling,Agentic Ceiling,6.41,8797.11,441759162.13
Sound Engineering Technicians,agentic_ceiling,Agentic Ceiling,67.12,8758.54,581830027.99
Electrical and Electronics Drafters,agentic_ceiling,Agentic Ceiling,43.59,8726.28,643301152.96
"Agents and Business Managers of Artists, Performers, and Athletes",agentic_ceiling,Agentic Ceiling,60.68,8628.35,830996591.12
"Coin, Vending, and Amusement Machine Servicers and Repairers",agentic_ceiling,Agentic Ceiling,30.49,8615.10,407924773.52
Midwives,agentic_ceiling,Agentic Ceiling,23.24,8592.53,550179426.06
"Social Work Teachers, Postsecondary",agentic_ceiling,Agentic Ceiling,64.34,8589.80,654628340.45
"Economics Teachers, Postsecondary",agentic_ceiling,Agentic Ceiling,68.81,8545.87,1025333610.93
"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",agentic_ceiling,Agentic Ceiling,23.42,8491.53,509067153.92
Postmasters and Mail Superintendents,agentic_ceiling,Agentic Ceiling,61.38,8476.47,786022888.65
Industrial Engineering Technologists and Technicians,agentic_ceiling,Agentic Ceiling,25.77,8393.89,543839909.90
Passenger Attendants,agentic_ceiling,Agentic Ceiling,33.12,8392.30,315214725.07
"Recreation and Fitness Studies Teachers, Postsecondary",agentic_ceiling,Agentic Ceiling,66.03,8372.17,635363855.27
Baggage Porters and Bellhops,agentic_ceiling,Agentic Ceiling,26.63,8312.95,299432408.87
Respiratory Therapists,agentic_ceiling,Agentic Ceiling,6.08,8296.60,667461492.80
Structural Iron and Steel Workers,agentic_ceiling,Agentic Ceiling,12.69,8211.41,514855105.85
"Energy Engineers, Except Wind and Solar",agentic_ceiling,Agentic Ceiling,31.54,8145.45,959126337.38
Bioengineers and Biomedical Engineers,agentic_ceiling,Agentic Ceiling,36.75,8033.88,859223355.60
"Captains, Mates, and Pilots of Water Vessels",agentic_ceiling,Agentic Ceiling,22.70,8033.73,687205200.88
Optometrists,agentic_ceiling,Agentic Ceiling,19.12,8009.69,1079945830.46
Hazardous Materials Removal Workers,agentic_ceiling,Agentic Ceiling,15.67,7922.26,384150267.47
"Maintenance Workers, Machinery",agentic_ceiling,Agentic Ceiling,13.86,7835.98,474076756.57
"Meter Readers, Utilities",agentic_ceiling,Agentic Ceiling,39.93,7835.16,385332951.17
Floral Designers,agentic_ceiling,Agentic Ceiling,19.32,7759.86,280286209.96
"Sociology Teachers, Postsecondary",agentic_ceiling,Agentic Ceiling,62.30,7712.58,636596498.09
Athletic Trainers,agentic_ceiling,Agentic Ceiling,26.52,7678.13,462607063.94
Roofers,agentic_ceiling,Agentic Ceiling,5.61,7669.47,390912879.58
Tour Guides and Escorts,agentic_ceiling,Agentic Ceiling,31.09,7617.75,279266661.92
Biostatisticians,agentic_ceiling,Agentic Ceiling,68.03,7572.88,782278359.13
"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",agentic_ceiling,Agentic Ceiling,65.79,7519.72,633837458.74
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",agentic_ceiling,Agentic Ceiling,32.48,7484.19,755454557.62
Conveyor Operators and Tenders,agentic_ceiling,Agentic Ceiling,28.56,7443.95,306914194.89
"Directors, Religious Activities and Education",agentic_ceiling,Agentic Ceiling,34.65,7435.01,407735925.75
Media Technical Directors/Managers,agentic_ceiling,Agentic Ceiling,30.24,7378.16,615928787.77
Outdoor Power Equipment and Other Small Engine Mechanics,agentic_ceiling,Agentic Ceiling,21.42,7335.41,341536685.45
Brickmasons and Blockmasons,agentic_ceiling,Agentic Ceiling,13.65,7306.03,444206589.42
Musicians and Singers,agentic_ceiling,Agentic Ceiling,19.05,7305.40,645037463.75
"Camera Operators, Television, Video, and Film",agentic_ceiling,Agentic Ceiling,29.80,7289.04,501558855.82
General Internal Medicine Physicians,agentic_ceiling,Agentic Ceiling,10.88,7248.05,1713076824.25
Quality Control Analysts,agentic_ceiling,Agentic Ceiling,34.74,7245.39,435665107.51
Semiconductor Processing Technicians,agentic_ceiling,Agentic Ceiling,22.53,7243.26,370710186.16
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",agentic_ceiling,Agentic Ceiling,62.86,7216.31,731661642.61
Environmental Engineers,agentic_ceiling,Agentic Ceiling,19.01,7213.69,751450327.07
Chemical Engineers,agentic_ceiling,Agentic Ceiling,35.38,7192.76,876509463.82
Funeral Attendants,agentic_ceiling,Agentic Ceiling,23.47,7172.36,248235214.16
Solar Photovoltaic Installers,agentic_ceiling,Agentic Ceiling,25.18,7121.58,369325188.84
"Control and Valve Installers and Repairers, Except Mechanical Door",agentic_ceiling,Agentic Ceiling,15.09,7082.25,528973032.19
Economists,agentic_ceiling,Agentic Ceiling,69.00,7076.20,816876739.93
Geodetic Surveyors,agentic_ceiling,Agentic Ceiling,48.95,7056.67,513301899.23
Air Traffic Controllers,agentic_ceiling,Agentic Ceiling,31.46,7047.78,1018968292.15
Court Reporters and Simultaneous Captioners,agentic_ceiling,Agentic Ceiling,55.58,7019.35,472472147.82
Compliance Officers,agentic_ceiling,Agentic Ceiling,38.04,6962.91,546031384.28
Judicial Law Clerks,agentic_ceiling,Agentic Ceiling,52.51,6942.38,419319974.35
Crossing Guards and Flaggers,agentic_ceiling,Agentic Ceiling,7.55,6812.90,256846357.52
Park Naturalists,agentic_ceiling,Agentic Ceiling,38.63,6797.75,461907074.48
Occupational Health and Safety Technicians,agentic_ceiling,Agentic Ceiling,21.55,6776.90,396042097.91
Surgical Technologists,agentic_ceiling,Agentic Ceiling,5.89,6702.79,421136237.75
Cartographers and Photogrammetrists,agentic_ceiling,Agentic Ceiling,52.19,6675.19,523201015.04
Stationary Engineers and Boiler Operators,agentic_ceiling,Agentic Ceiling,21.66,6666.55,501257795.03
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",agentic_ceiling,Agentic Ceiling,9.47,6636.28,299893275.23
"Sawing Machine Setters, Operators, and Tenders, Wood",agentic_ceiling,Agentic Ceiling,15.36,6626.26,264718951.60
Producers and Directors,agentic_ceiling,Agentic Ceiling,26.64,6596.20,550650562.27
Microbiologists,agentic_ceiling,Agentic Ceiling,33.28,6577.00,574369185.37
Psychiatrists,agentic_ceiling,Agentic Ceiling,26.40,6546.83,1688557352.70
Psychiatric Aides,agentic_ceiling,Agentic Ceiling,18.45,6438.11,267760999.86
Climate Change Policy Analysts,agentic_ceiling,Agentic Ceiling,29.81,6421.48,514103472.33
Neurodiagnostic Technologists,agentic_ceiling,Agentic Ceiling,12.11,6411.32,312808424.13
Preventive Medicine Physicians,agentic_ceiling,Agentic Ceiling,13.33,6397.08,1593534895.32
"Fine Artists, Including Painters, Sculptors, and Illustrators",agentic_ceiling,Agentic Ceiling,63.28,6327.93,383219200.88
"Special Education Teachers, Preschool",agentic_ceiling,Agentic Ceiling,22.38,6312.18,392554539.48
Medical Equipment Preparers,agentic_ceiling,Agentic Ceiling,8.59,6249.90,290558020.11
Food Cooking Machine Operators and Tenders,agentic_ceiling,Agentic Ceiling,22.56,6239.83,253025272.50
"Credit Authorizers, Checkers, and Clerks",agentic_ceiling,Agentic Ceiling,52.05,6224.88,305828598.52
Mechatronics Engineers,agentic_ceiling,Agentic Ceiling,45.55,6221.12,732537435.99
Paramedics,agentic_ceiling,Agentic Ceiling,4.50,6175.79,310125701.35
"Architecture Teachers, Postsecondary",agentic_ceiling,Agentic Ceiling,67.45,6151.37,624240721.40
"Career/Technical Education Teachers, Middle School",agentic_ceiling,Agentic Ceiling,43.14,6126.26,389752683.29
"Meat, Poultry, and Fish Cutters and Trimmers",agentic_ceiling,Agentic Ceiling,4.29,6054.72,228262866.15
Chief Sustainability Officers,agentic_ceiling,Agentic Ceiling,15.16,5968.68,1232054551.92
Materials Engineers,agentic_ceiling,Agentic Ceiling,25.82,5879.24,636780103.92
Police Identification and Records Officers,agentic_ceiling,Agentic Ceiling,31.98,5732.62,536458979.81
Biologists,agentic_ceiling,Agentic Ceiling,46.67,5724.02,534222712.88
"Opticians, Dispensing",agentic_ceiling,Agentic Ceiling,7.18,5720.49,266346184.54
Wellhead Pumpers,agentic_ceiling,Agentic Ceiling,32.89,5706.93,399542287.98
Home Appliance Repairers,agentic_ceiling,Agentic Ceiling,17.86,5703.47,281808253.20
Industrial Ecologists,agentic_ceiling,Agentic Ceiling,21.76,5688.67,455435225.80
Forensic Science Technicians,agentic_ceiling,Agentic Ceiling,29.15,5669.11,382324532.10
First-Line Supervisors of Gambling Services Workers,agentic_ceiling,Agentic Ceiling,21.89,5589.19,344238122.53
Mechanical Engineering Technologists and Technicians,agentic_ceiling,Agentic Ceiling,37.55,5534.78,380405510.76
Geneticists,agentic_ceiling,Agentic Ceiling,54.28,5520.17,515197180.73
"Agricultural Sciences Teachers, Postsecondary",agentic_ceiling,Agentic Ceiling,63.43,5518.56,476527275.80
Nuclear Medicine Technologists,agentic_ceiling,Agentic Ceiling,32.18,5457.94,529529487.28
